team,total_matches,win_prob,draw_prob,loss_prob,home_win_prob,away_win_prob,home_advantage,avg_goals_scored,avg_goals_conceded,goal_difference,avg_win_margin,avg_loss_margin
Germany,419,0.6945107398568019,0.13126491646778043,0.17422434367541767,0.7478632478632479,0.6270270270270271,0.12083622083622081,2.8949880668257757,0.7398568019093079,2.155131264916468,3.5051546391752577,1.6027397260273972
Netherlands,339,0.5073746312684366,0.1710914454277286,0.3215339233038348,0.592814371257485,0.42441860465116277,0.16839576660632227,2.032448377581121,1.1622418879056047,0.8702064896755162,2.9593023255813953,1.963302752293578
Italy,407,0.5356265356265356,0.16707616707616707,0.2972972972972973,0.5970873786407767,0.472636815920398,0.12445056272037863,2.0147420147420148,1.0909090909090908,0.9238329238329238,2.7110091743119265,1.7768595041322315
Denmark,457,0.5317286652078774,0.1400437636761488,0.3282275711159737,0.6064814814814815,0.46473029045643155,0.14175119102504996,2.0919037199124726,1.1378555798687089,0.9540481400437637,2.983539094650206,1.9266666666666667
England,406,0.5738916256157636,0.16995073891625614,0.2561576354679803,0.6495327102803738,0.4895833333333333,0.15994937694704053,2.270935960591133,0.9482758620689655,1.3226600985221675,3.055793991416309,1.6826923076923077
Mexico,427,0.43559718969555034,0.13348946135831383,0.4309133489461358,0.6082474226804123,0.2918454935622318,0.31640192911818055,1.8571428571428572,1.7096018735362997,0.14754098360655737,3.010752688172043,2.7010869565217392
France,366,0.6256830601092896,0.16393442622950818,0.2103825136612022,0.698019801980198,0.5365853658536586,0.1614344361265394,2.278688524590164,0.8715846994535519,1.407103825136612,2.873362445414847,1.8571428571428572
Argentina,194,0.4020618556701031,0.17525773195876287,0.422680412371134,0.5652173913043478,0.2549019607843137,0.3103154305200341,1.5463917525773196,1.731958762886598,-0.18556701030927836,2.6025641025641026,2.9146341463414633
Scotland,267,0.4756554307116105,0.10861423220973783,0.4157303370786517,0.5116279069767442,0.4420289855072464,0.06959892146949781,1.9363295880149813,1.546816479400749,0.3895131086142322,2.8897637795275593,2.369369369369369
Finland,387,0.32299741602067183,0.17829457364341086,0.49870801033591733,0.40476190476190477,0.2602739726027397,0.14448793215916506,1.276485788113695,1.7002583979328165,-0.42377260981912146,2.496,2.466321243523316
Thailand,386,0.5103626943005182,0.08549222797927461,0.40414507772020725,0.6268656716417911,0.3837837837837838,0.24308188785800727,2.2979274611398965,1.7875647668393781,0.5103626943005182,3.6598984771573604,3.358974358974359
Hong Kong,155,0.25806451612903225,0.07096774193548387,0.6709677419354839,0.34328358208955223,0.19318181818181818,0.15010176390773405,0.9290322580645162,3.52258064516129,-2.5935483870967744,2.575,4.855769230769231
