team,total_matches,win_prob,draw_prob,loss_prob,home_win_prob,away_win_prob,home_advantage,avg_goals_scored,avg_goals_conceded,goal_difference,avg_win_margin,avg_loss_margin
United States,77,0.7532467532467533,0.18181818181818182,0.06493506493506493,0.8245614035087719,0.55,0.2745614035087719,2.5974025974025974,0.4155844155844156,2.1818181818181817,3.0344827586206895,1.6
Serbia,36,0.5555555555555556,0.16666666666666666,0.2777777777777778,0.6,0.5,0.09999999999999998,2.0,1.3055555555555556,0.6944444444444444,2.4,2.3
Equatorial Guinea,6,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.5,3.8333333333333335,-3.3333333333333335,1.0,5.25
Azerbaijan,30,0.3,0.2,0.5,0.35714285714285715,0.25,0.10714285714285715,0.6666666666666666,1.9666666666666666,-1.3,1.3333333333333333,3.4
Belgium,53,0.4528301886792453,0.16981132075471697,0.37735849056603776,0.56,0.35714285714285715,0.2028571428571429,2.339622641509434,1.528301886792453,0.8113207547169812,4.041666666666667,2.7
Cyprus,24,0.125,0.08333333333333333,0.7916666666666666,0.15384615384615385,0.09090909090909091,0.06293706293706294,0.3333333333333333,3.5416666666666665,-3.2083333333333335,1.0,4.2105263157894735
Finland,48,0.4583333333333333,0.20833333333333334,0.3333333333333333,0.5454545454545454,0.38461538461538464,0.16083916083916078,1.7708333333333333,1.25,0.5208333333333334,2.9545454545454546,2.5
Austria,46,0.5,0.10869565217391304,0.391304347826087,0.56,0.42857142857142855,0.1314285714285715,2.108695652173913,1.3695652173913044,0.7391304347826086,3.0434782608695654,2.0
Ukraine,35,0.45714285714285713,0.14285714285714285,0.4,0.5555555555555556,0.35294117647058826,0.20261437908496732,1.4285714285714286,1.457142857142857,-0.02857142857142857,2.1875,2.5714285714285716
India,30,0.26666666666666666,0.1,0.6333333333333333,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.9333333333333333,2.1333333333333333,-0.2,5.125,2.473684210526316
Nigeria,41,0.43902439024390244,0.1951219512195122,0.36585365853658536,0.7222222222222222,0.21739130434782608,0.5048309178743962,1.3414634146341464,0.9024390243902439,0.43902439024390244,2.2777777777777777,1.5333333333333334
Mexico,49,0.5714285714285714,0.16326530612244897,0.2653061224489796,0.6388888888888888,0.38461538461538464,0.2542735042735042,2.5306122448979593,1.0,1.530612244897959,3.7142857142857144,2.230769230769231
France,62,0.7096774193548387,0.08064516129032258,0.20967741935483872,0.7804878048780488,0.5714285714285714,0.2090592334494774,2.5161290322580645,0.8709677419354839,1.6451612903225807,2.75,1.4615384615384615
Germany,61,0.6229508196721312,0.09836065573770492,0.2786885245901639,0.7419354838709677,0.5,0.24193548387096775,2.540983606557377,0.9508196721311475,1.5901639344262295,3.1578947368421053,1.3529411764705883
Estonia,36,0.3055555555555556,0.16666666666666666,0.5277777777777778,0.2857142857142857,0.3333333333333333,-0.047619047619047616,1.25,2.6944444444444446,-1.4444444444444444,2.090909090909091,3.9473684210526314
